,Ticker,Date,Open,High,Low,Close,Adj Close,Volume,Outstanding Shares,Market Cap,Date Numeric
126,UAL,2017-06-05,82.040001,82.339996,78.150002,78.830002,78.830002,19565900.0,372810000.0,29388613045.62,1496620800000000000
127,UAL,2017-06-12,79.019997,79.080002,76.110001,76.779999,76.779999,18425000.0,372810000.0,28624351427.190002,1497225600000000000
128,UAL,2017-06-19,77.129997,79.339996,76.550003,76.790001,76.790001,15643800.0,372810000.0,28628080272.81,1497830400000000000
129,UAL,2017-06-26,76.870003,78.400002,74.970001,75.25,75.25,14922800.0,372810000.0,28053952500.0,1498435200000000000
130,UAL,2017-07-03,75.849998,79.290001,74.43,78.940002,78.940002,15423500.0,372810000.0,29429622145.620003,1499040000000000000
131,UAL,2017-07-10,78.489998,81.389999,76.910004,79.849998,79.849998,18258200.0,372810000.0,29768877754.38,1499644800000000000
132,UAL,2017-07-17,79.660004,80.120003,71.339996,71.57,71.57,36056100.0,372810000.0,26682011699.999996,1500249600000000000
133,UAL,2017-07-24,71.230003,71.879997,66.449997,67.879997,67.879997,26368000.0,372810000.0,25306341681.57,1500854400000000000
134,UAL,2017-07-31,68.480003,69.309998,66.93,68.910004,68.910004,15498400.0,372810000.0,25690338591.24,1501459200000000000
135,UAL,2017-08-07,69.089996,69.290001,65.029999,65.870003,65.870003,17748900.0,372810000.0,24556995818.43,1502064000000000000
136,UAL,2017-08-14,66.5,67.440002,64.269997,64.75,64.75,14603900.0,372810000.0,24139447500.0,1502668800000000000
137,UAL,2017-08-21,64.730003,65.330002,61.310001,63.360001,63.360001,20780700.0,372810000.0,23621241972.809998,1503273600000000000
138,UAL,2017-08-28,63.209999,63.360001,61.66,62.43,62.43,21823200.0,372810000.0,23274528300.0,1503878400000000000
139,UAL,2017-09-04,62.0,63.080002,57.740002,58.380001,58.380001,27393800.0,372810000.0,21764648172.81,1504483200000000000
140,UAL,2017-09-11,59.060001,61.98,58.830002,59.799999,59.799999,31102300.0,372810000.0,22294037627.19,1505088000000000000
141,UAL,2017-09-18,59.849998,59.98,57.34,58.799999,58.799999,25868500.0,372810000.0,21921227627.19,1505692800000000000
142,UAL,2017-09-25,58.689999,61.889999,58.52,60.880001,60.880001,21655100.0,372810000.0,22696673172.81,1506297600000000000
143,UAL,2017-10-02,60.900002,65.980003,59.990002,65.25,65.25,24790900.0,372810000.0,24325852500.0,1506902400000000000
144,UAL,2017-10-09,65.260002,69.620003,64.389999,67.57,67.57,27243400.0,372810000.0,25190771699.999996,1507507200000000000
145,UAL,2017-10-16,67.639999,68.480003,59.34,59.900002,59.900002,54324200.0,372810000.0,22331319745.62,1508112000000000000
146,UAL,2017-10-23,60.040001,61.330002,58.040001,60.25,60.25,37006600.0,372810000.0,22461802500.0,1508716800000000000
147,UAL,2017-10-30,59.779999,59.990002,58.110001,59.650002,59.650002,24036500.0,372810000.0,22238117245.62,1509321600000000000
148,UAL,2017-11-06,59.439999,60.790001,57.93,58.52,58.52,17032700.0,372810000.0,21816841200.0,1509926400000000000
149,UAL,2017-11-13,58.220001,58.759998,56.509998,58.200001,58.200001,22001300.0,372810000.0,21697542372.81,1510531200000000000
150,UAL,2017-11-20,58.259998,60.0,57.82,59.43,59.43,8980900.0,372810000.0,22156098300.0,1511136000000000000
151,UAL,2017-11-27,59.439999,63.84,58.93,62.57,62.57,22593900.0,372810000.0,23326721700.0,1511740800000000000
152,UAL,2017-12-04,63.689999,65.290001,61.779999,63.549999,63.549999,19720500.0,372810000.0,23692075127.19,1512345600000000000
153,UAL,2017-12-11,63.689999,64.690002,62.450001,63.759998,63.759998,23194800.0,372810000.0,23770364854.38,1512950400000000000
154,UAL,2017-12-18,64.120003,67.629997,63.709999,67.25,67.25,18325700.0,372810000.0,25071472500.0,1513555200000000000
155,UAL,2017-12-25,66.940002,67.989998,66.480003,67.400002,67.400002,10821100.0,372810000.0,25127394745.62,1514160000000000000
156,UAL,2018-01-01,67.900002,69.400002,67.379997,69.360001,69.360001,14580300.0,372810000.0,25858101972.809998,1514764800000000000
157,UAL,2018-01-08,69.370003,78.839996,68.010002,78.400002,78.400002,28108000.0,372810000.0,29228304745.62,1515369600000000000
158,UAL,2018-01-15,78.349998,79.0,75.800003,76.5,76.5,14299600.0,372810000.0,28519965000.0,1515974400000000000
159,UAL,2018-01-22,76.599998,78.209999,65.440002,66.559998,66.559998,58707500.0,372810000.0,24814232854.379997,1516579200000000000
160,UAL,2018-01-29,66.220001,69.089996,65.459999,65.68,65.68,29245000.0,372810000.0,24486160800.000004,1517184000000000000
161,UAL,2018-02-05,65.0,66.580002,60.439999,62.98,62.98,26503800.0,372810000.0,23479573800.0,1517788800000000000
162,UAL,2018-02-12,63.330002,67.510002,62.970001,66.519997,66.519997,16210500.0,372810000.0,24799320081.57,1518393600000000000
163,UAL,2018-02-19,66.099998,68.519997,65.779999,67.57,67.57,11958900.0,372810000.0,25190771699.999996,1518998400000000000
164,UAL,2018-02-26,68.260002,69.480003,65.669998,67.510002,67.510002,18545700.0,372810000.0,25168403845.62,1519603200000000000
165,UAL,2018-03-05,66.82,71.639999,66.290001,71.550003,71.550003,21020000.0,372810000.0,26674556618.43,1520208000000000000
166,UAL,2018-03-12,71.82,73.410004,69.93,70.879997,70.879997,21258100.0,372810000.0,26424771681.57,1520812800000000000
167,UAL,2018-03-19,71.029999,71.099998,67.330002,67.389999,67.389999,13250900.0,372810000.0,25123665527.190002,1521417600000000000
168,UAL,2018-03-26,68.389999,70.040001,67.230003,69.470001,69.470001,12241000.0,372810000.0,25899111072.809998,1522022400000000000
169,UAL,2018-04-02,69.120003,71.209999,65.599998,68.629997,68.629997,18372600.0,372810000.0,25585949181.57,1522627200000000000
170,UAL,2018-04-09,69.279999,69.730003,64.800003,66.540001,66.540001,23438500.0,372810000.0,24806777772.81,1523232000000000000
171,UAL,2018-04-16,66.75,72.599998,66.709999,71.75,71.75,30494400.0,372810000.0,26749117500.0,1523836800000000000
172,UAL,2018-04-23,72.18,72.25,65.449997,67.860001,67.860001,19321500.0,372810000.0,25298886972.809998,1524441600000000000
173,UAL,2018-04-30,67.849998,69.349998,66.529999,68.32,68.32,11983100.0,372810000.0,25470379199.999996,1525046400000000000
174,UAL,2018-05-07,68.480003,69.199997,65.57,66.919998,66.919998,14797400.0,372810000.0,24948444454.38,1525651200000000000
175,UAL,2018-05-14,67.339996,70.389999,66.099998,68.419998,68.419998,15883000.0,372810000.0,25507659454.38,1526256000000000000
176,UAL,2018-05-21,69.010002,72.739998,68.870003,71.68,71.68,14796100.0,372810000.0,26723020800.000004,1526860800000000000
177,UAL,2018-05-28,70.989998,71.519997,68.989998,69.25,69.25,10088600.0,372810000.0,25817092500.0,1527465600000000000
178,UAL,2018-06-04,69.360001,70.529999,67.93,69.989998,69.989998,13138600.0,372810000.0,26092971154.38,1528070400000000000
179,UAL,2018-06-11,70.830002,74.040001,70.559998,73.889999,73.889999,16982000.0,372810000.0,27546930527.190002,1528675200000000000
180,UAL,2018-06-18,73.339996,75.529999,72.379997,72.940002,72.940002,15727900.0,372810000.0,27192762145.620003,1529280000000000000
181,UAL,2018-06-25,72.800003,72.800003,68.489998,69.730003,69.730003,12712600.0,372810000.0,25996042418.43,1529884800000000000
182,UAL,2018-07-02,69.400002,71.370003,69.209999,70.959999,70.959999,9715500.0,372810000.0,26454597227.19,1530489600000000000
183,UAL,2018-07-09,71.230003,72.239998,67.940002,72.099998,72.099998,18836500.0,372810000.0,26879600254.38,1531094400000000000
184,UAL,2018-07-16,72.330002,81.550003,71.519997,80.910004,80.910004,39933600.0,372810000.0,30164058591.24,1531699200000000000
185,UAL,2018-07-23,80.769997,82.040001,79.550003,80.010002,80.010002,18673700.0,372810000.0,29828528845.62,1532304000000000000
186,UAL,2018-07-30,79.620003,81.639999,78.699997,81.339996,81.339996,15093900.0,372810000.0,30324363908.76,1532908800000000000
187,UAL,2018-08-06,81.269997,83.660004,80.650002,81.720001,81.720001,9308200.0,372810000.0,30466033572.809998,1533513600000000000
188,UAL,2018-08-13,81.809998,82.739998,80.349998,82.010002,82.010002,9883900.0,372810000.0,30574148845.62,1534118400000000000
189,UAL,2018-08-20,82.410004,86.599998,82.129997,85.139999,85.139999,13834000.0,372810000.0,31741043027.190002,1534723200000000000
190,UAL,2018-08-27,85.699997,87.669998,85.57,87.419998,87.419998,11521900.0,372810000.0,32591049454.38,1535328000000000000
191,UAL,2018-09-03,87.839996,89.480003,86.260002,87.68,87.68,15246500.0,372810000.0,32687980800.000004,1535932800000000000
192,UAL,2018-09-10,87.68,90.480003,87.150002,90.330002,90.330002,15206400.0,372810000.0,33675928045.62,1536537600000000000
193,UAL,2018-09-17,90.5,91.389999,87.110001,89.940002,89.940002,13225700.0,372810000.0,33530532145.620003,1537142400000000000
194,UAL,2018-09-24,89.830002,89.989998,86.82,89.059998,89.059998,11875900.0,372810000.0,33202457854.379997,1537747200000000000
195,UAL,2018-10-01,89.290001,89.580002,84.019997,84.139999,84.139999,14610300.0,372810000.0,31368233027.190002,1538352000000000000
196,UAL,2018-10-08,84.0,84.489998,78.870003,80.18,80.18,21196700.0,372810000.0,29891905800.000004,1538956800000000000
197,UAL,2018-10-15,80.400002,89.610001,80.099998,87.43,87.43,28370400.0,372810000.0,32594778300.000004,1539561600000000000
198,UAL,2018-10-22,87.839996,89.230003,81.919998,84.629997,84.629997,22542800.0,372810000.0,31550909181.57,1540166400000000000
199,UAL,2018-10-29,85.980003,90.279999,83.919998,88.68,88.68,18796500.0,372810000.0,33060790800.000004,1540771200000000000
200,UAL,2018-11-05,88.980003,93.599998,88.279999,92.349998,92.349998,15429500.0,372810000.0,34429002754.38,1541376000000000000
201,UAL,2018-11-12,92.360001,93.470001,89.019997,92.260002,92.260002,15516200.0,372810000.0,34395451345.62,1541980800000000000
202,UAL,2018-11-19,92.32,95.080002,90.449997,94.839996,94.839996,12377400.0,272464000.0,25840484670.144,1542585600000000000
203,UAL,2018-11-26,95.559998,96.800003,91.730003,96.699997,96.699997,19371000.0,272464000.0,26347267982.607998,1543190400000000000
204,UAL,2018-12-03,97.669998,97.849998,87.610001,88.230003,88.230003,17196500.0,272464000.0,24039499537.392,1543795200000000000
205,UAL,2018-12-10,88.050003,90.300003,86.230003,87.739998,87.739998,17060200.0,272464000.0,23905990815.072,1544400000000000000
206,UAL,2018-12-17,87.879997,88.879997,81.25,81.470001,81.470001,24697600.0,272464000.0,22197642352.464,1545004800000000000
207,UAL,2018-12-24,80.910004,84.739998,79.050003,83.169998,83.169998,14977900.0,272464000.0,22660830335.072002,1545609600000000000
208,UAL,2018-12-31,83.739998,84.610001,78.379997,82.68,82.68,15871600.0,272464000.0,22527323520.0,1546214400000000000
209,UAL,2019-01-07,82.57,84.620003,77.389999,80.07,80.07,23597100.0,272464000.0,21816192480.0,1546819200000000000
210,UAL,2019-01-14,79.279999,87.75,78.68,85.589996,85.589996,28132600.0,272464000.0,23320192670.144,1547424000000000000
211,UAL,2019-01-21,85.370003,85.690002,82.629997,84.139999,84.139999,17178200.0,272464000.0,22925120687.536,1548028800000000000
212,UAL,2019-01-28,83.169998,88.57,83.099998,87.489998,87.489998,13164500.0,272464000.0,23837874815.072,1548633600000000000
213,UAL,2019-02-04,87.470001,89.879997,86.660004,88.169998,88.169998,13029300.0,272464000.0,24023150335.072002,1549238400000000000
214,UAL,2019-02-11,88.860001,90.269997,87.5,88.309998,88.309998,12540400.0,272464000.0,24061295295.072,1549843200000000000
215,UAL,2019-02-18,87.870003,89.82,87.290001,89.43,89.43,9415300.0,272464000.0,24366455520.0,1550448000000000000
216,UAL,2019-02-25,90.050003,90.93,85.370003,86.919998,86.919998,14950500.0,272464000.0,23682570335.072002,1551052800000000000
217,UAL,2019-03-04,87.099998,87.239998,81.620003,82.400002,82.400002,16369300.0,272464000.0,22451034144.928,1551657600000000000
218,UAL,2019-03-11,81.940002,82.910004,79.589996,81.690002,81.690002,21322600.0,266728000.0,21789010853.456,1552262400000000000
219,UAL,2019-03-18,81.389999,81.860001,78.75,79.629997,79.629997,15321800.0,266728000.0,21239549839.816,1552867200000000000
220,UAL,2019-03-25,79.68,80.050003,77.019997,79.779999,79.779999,14177300.0,266728000.0,21279559573.272,1553472000000000000
221,UAL,2019-04-01,80.209999,85.75,79.559998,84.910004,84.910004,15332600.0,266728000.0,22647875546.912,1554076800000000000
222,UAL,2019-04-08,84.599998,86.5,83.459999,85.489998,85.489998,14494700.0,266728000.0,22802576186.544,1554681600000000000
223,UAL,2019-04-15,85.309998,89.809998,84.080002,88.279999,88.279999,16544000.0,264271008.0,23329844321.968994,1555286400000000000
224,UAL,2019-04-22,87.769997,89.150002,86.489998,87.940002,87.940002,10029000.0,264271008.0,23239992972.06202,1555891200000000000
225,UAL,2019-04-29,88.019997,90.160004,87.779999,88.5,88.5,10523300.0,263128992.0,23286915792.0,1556496000000000000
226,UAL,2019-05-06,87.139999,88.029999,80.989998,84.790001,84.790001,11091800.0,263128992.0,22310707494.808994,1557100800000000000
227,UAL,2019-05-13,83.029999,83.769997,81.230003,81.5,81.5,12868800.0,263128992.0,21445012848.0,1557705600000000000
228,UAL,2019-05-20,81.389999,83.370003,79.769997,80.790001,80.790001,10521400.0,263128992.0,21258191526.808994,1558310400000000000
229,UAL,2019-05-27,80.5,80.790001,77.400002,77.650002,77.650002,10457900.0,263128992.0,20431966755.057983,1558915200000000000
230,UAL,2019-06-03,77.379997,84.849998,77.349998,83.269997,83.269997,10960100.0,263128992.0,21910750374.453026,1559520000000000000
231,UAL,2019-06-10,83.620003,87.910004,82.07,87.120003,87.120003,11109400.0,263128992.0,22923798572.426975,1560124800000000000
232,UAL,2019-06-17,87.269997,89.410004,85.889999,86.720001,86.720001,11330100.0,263128992.0,22818546449.36899,1560729600000000000
233,UAL,2019-06-24,86.779999,87.739998,84.75,87.550003,87.550003,10443600.0,263128992.0,23036944038.986977,1561334400000000000
234,UAL,2019-07-01,88.839996,91.080002,87.769997,90.589996,90.589996,11128100.0,263128992.0,23836854332.76403,1561939200000000000
235,UAL,2019-07-08,90.160004,91.519997,88.919998,91.230003,91.230003,13979800.0,263128992.0,24005258729.546974,1562544000000000000
236,UAL,2019-07-15,91.599998,96.029999,91.150002,93.830002,93.830002,19774400.0,263128992.0,24689393845.61798,1563148800000000000
237,UAL,2019-07-22,94.07,95.459999,92.959999,93.360001,93.360001,11635500.0,263128992.0,24565722956.248993,1563753600000000000
238,UAL,2019-07-29,93.440002,94.050003,88.830002,89.43,89.43,10600100.0,263128992.0,23531625754.56,1564358400000000000
239,UAL,2019-08-05,88.879997,88.879997,84.029999,86.980003,86.980003,11970400.0,259967008.0,22611931135.741024,1564963200000000000
240,UAL,2019-08-12,86.239998,86.279999,80.779999,82.940002,82.940002,13584600.0,259967008.0,21561664163.454018,1565568000000000000
241,UAL,2019-08-19,84.019997,85.870003,82.220001,82.529999,82.529999,10421100.0,259967008.0,21455076910.27299,1566172800000000000
242,UAL,2019-08-26,83.419998,85.68,81.169998,84.309998,84.309998,12378700.0,259967008.0,21917817924.545982,1566777600000000000
243,UAL,2019-09-02,83.639999,87.440002,82.25,86.300003,86.300003,10401900.0,251252992.0,21683133963.35898,1567382400000000000
244,UAL,2019-09-09,86.489998,91.839996,85.910004,91.349998,91.349998,11991700.0,250996992.0,22928574717.206017,1567987200000000000
245,UAL,2019-09-16,88.300003,91.260002,88.169998,89.089996,89.089996,14148400.0,250996992.0,22361321013.29203,1568592000000000000
246,UAL,2019-09-23,88.620003,90.300003,87.419998,88.139999,88.139999,9293900.0,250996992.0,22122874623.883007,1569196800000000000
247,UAL,2019-09-30,88.400002,90.190002,80.870003,84.290001,84.290001,13234400.0,250996992.0,21156536706.676994,1569801600000000000
248,UAL,2019-10-07,83.610001,89.129997,83.610001,87.150002,87.150002,12912900.0,250996992.0,21874388354.793983,1570406400000000000
249,UAL,2019-10-14,87.110001,90.839996,86.239998,90.089996,90.089996,19755500.0,250996992.0,22612318005.29203,1571011200000000000
250,UAL,2019-10-21,90.489998,91.839996,88.949997,91.639999,91.639999,10184700.0,254812000.0,23350971425.188,1571616000000000000
251,UAL,2019-10-28,91.830002,92.800003,90.410004,91.650002,91.650002,9334100.0,254812000.0,23353520309.624,1572220800000000000
252,UAL,2019-11-04,92.309998,95.160004,92.029999,93.440002,93.440002,9638200.0,254812000.0,23809633789.624,1572825600000000000
253,UAL,2019-11-11,92.849998,93.879997,91.900002,92.510002,92.510002,7096200.0,254812000.0,23572658629.624,1573430400000000000
254,UAL,2019-11-18,92.449997,93.720001,90.769997,91.779999,91.779999,9620300.0,254812000.0,23386645105.188,1574035200000000000
255,UAL,2019-11-25,92.110001,93.669998,91.550003,92.800003,92.800003,6492100.0,254812000.0,23646554364.436,1574640000000000000
256,UAL,2019-12-02,93.0,93.620003,87.599998,88.580002,88.580002,10811800.0,254812000.0,22571247469.623997,1575244800000000000
257,UAL,2019-12-09,88.489998,89.900002,86.080002,87.580002,87.580002,11450300.0,254812000.0,22316435469.623997,1575849600000000000
258,UAL,2019-12-16,87.949997,89.989998,87.949997,89.279999,89.279999,11383900.0,254812000.0,22749615105.188,1576454400000000000
259,UAL,2019-12-23,89.720001,90.099998,88.010002,88.370003,88.370003,5118800.0,254812000.0,22517737204.436,1577059200000000000
260,UAL,2019-12-30,88.510002,90.57,86.260002,87.900002,87.900002,10206300.0,254812000.0,22397975309.624,1577664000000000000
261,UAL,2020-01-06,86.720001,88.720001,86.300003,87.309998,87.309998,13674400.0,254812000.0,22247635210.376,1578268800000000000
262,UAL,2020-01-13,87.309998,90.099998,86.699997,89.699997,89.699997,14478600.0,254812000.0,22856635635.564,1578873600000000000
263,UAL,2020-01-20,87.879997,88.0,80.279999,81.900002,81.900002,31064000.0,254812000.0,20869103309.624,1579478400000000000
264,UAL,2020-01-27,78.0,78.470001,74.440002,74.800003,74.800003,32852100.0,254812000.0,19059938364.436,1580083200000000000
265,UAL,2020-02-03,75.489998,82.720001,74.879997,79.480003,79.480003,25716700.0,254812000.0,20252458524.436,1580688000000000000
266,UAL,2020-02-10,78.949997,82.599998,77.779999,79.550003,79.550003,15281900.0,254812000.0,20270295364.436,1581292800000000000
